개설영역,학년,학수번호,교과목명,학점,시간,담당교수,강의시간/강의실,비고,강의평점
전공,4,N10467101,디지털문화와폴란드,2,2,KROMPIEC PRZEMYSLAW KAZIMIERZ,목 5 6 (5212),"원어,원어",0.0
전공,4,N10213101,폴란드문화유산탐방,2,2,Starnowski Marcin Tadeusz,수 1 2 (1504-1),"원어,원어",0.0
전공,4,N10441101,폴란드지역연구세미나(1),3,3,Wierzbowski Tomasz,수 4 5 6 (1505),"원어,원어",0.0
전공,1,A02147701,초급프랑스어강독(1),4,4,김모세,월 7 8 목 7 8 (1308),전필,4.9
전공,1,A02149901,초급프랑스어회화(1),4,4,Jean-Baptiste Causse,월 1 2 목 3 4 (2402),"전필,원어",4.05
전공,1,A02149902,초급프랑스어회화(1),4,4,Jean-Baptiste Causse,월 3 4 목 1 2 (2402),"전필,원어",4.05
전공,1,N02117301,프랑스학교양토론(1),2,2,김모세,금 5 6 (1308),전필,4.89
전공,2,A02215301,중급프랑스어강독(1),3,3,김모세,수 3 4 금 3 (1309),전필,4.73
전공,2,A02217901,중급프랑스어회화(1),4,4,Severine Stoeckle,월 5 6 수 5 6 (1505-1),"전필,원어",4.35
전공,2,A02217902,중급프랑스어회화(1),4,4,Severine Stoeckle,월 7 8 수 7 8 (1504-1),"전필,원어",4.35
전공,2,A02213301,프랑스어작문(1),2,2,이향,화 7 8 (1309),,4.52
전공,2,N02202201,프랑스지역탐구세미나,2,2,김응운,화 3 4 (1307),,4.63
전공,3,N02101101,프랑스근대문학,2,2,신정아,화 3 4 (1308),,5.0
전공,3,A02320101,프랑스문학개론,2,2,신정아,목 5 6 (1308),,4.4
전공,3,N02313101,프랑스문화콘텐츠비평,2,2,최용호,월 1 2 (1308),,4.21
전공,3,N02105101,프랑스사상의이해,2,2,김모세,월 3 4 (1308),,4.45
전공,3,N02307101,프랑스어스피치와에세이1,2,2,Jean-Baptiste Causse,월 5 6 (2402),"전필,원어",4.25
전공,3,N02307102,프랑스어스피치와에세이1,2,2,Severine Stoeckle,목 5 6 (1306),"전필,원어",4.0
전공,3,N02307103,프랑스어스피치와에세이1,2,2,Severine Stoeckle,목 7 8 (1307),"전필,원어",4.0
전공,3,N02314101,프랑스어크리에이티브라이팅,2,2,이향,금 5 6 (1303),,4.5
전공,3,N02306101,프랑스역사와신화,2,2,박은영,목 3 4 (2315),,0.0
전공,3,N02301101,프랑스예술입문,2,2,신정아,목 1 2 (1308),,4.09
전공,3,N02103101,프랑스정치의이해,2,2,김응운,화 7 8 (1308),,4.22
전공,3,N02311101,현대프랑스사회와일상문화,2,2,김모세,수 5 6 (1308),,4.0
전공,4,N02414101,미디어와스토리텔링,2,2,최용호,화 1 2 (1308),,4.0
전공,4,N02401101,프랑스경제와기업분석,2,2,김응운,수 3 4 (1308),,5.0
전공,1,O15124201,언어학개론,3,3,이수정,목 1 2 3 (2303),한국어교원과목: 2영역,4.71
전공,1,O15101301,한국학입문1,3,3,김태우,화 4 5 6 (2303),전필,4.0
전공,2,O15120201,한국사회와다문화,3,3,Lee Joo Young,수 4 5 6 (1409-2),원어,0.0
전공,2,O15145201,한국어교수법,3,3,유현정,금 1 2 3 (2303),한국어교원과목: 3영역,1.0
전공,2,O15207201,한국한문연습,3,3,황지현,월 4 5 6 (1409-2),,0.0
전공,2,O15127201,한국현대사,3,3,김태우,목 4 5 6 (1312),한국어교원과목: 4영역,4.79
전공,2,O15142201,한국현대사회와문학,3,3,최현희,화 1 2 3 (1409-2),한국어교원과목: 4영역,4.5
전공,3,O15308201,대조언어학,3,3,이수정,목 7 8 9 (2303-2),한국어교원과목: 2영역,0.0
전공,3,O15311201,동시대한국문학세미나,3,3,최현희,수 1 2 3 (1409-2),한국어교원과목: 4영역,4.0
전공,3,O15151201,한국어이해교육론,3,3,유현정,금 4 5 6 (2303),한국어교원과목: 3영역,2.5
전공,3,O15305201,한국어토론연습,2,2,이수정,목 5 6 (2509),KoSIS Course for International Students,0.0
전공,3,O15152201,한국학문헌강독,3,3,황지현,월 7 8 9 (1409-2),부제: 몸의 문화사,0.0
전공,3,O15147301,한국현대문화연구세미나,3,3,Lee Joo Young,월 4 5 6 (1311),부제: 디지털미디어와 문화콘텐츠,0.0
전공,4,O15158401,한국문화문학연구연습,1,1,최현희,월 10 (1409-2),"전필,3학년 이상 신청 가능",0.0
전공,4,O15404301,한국역사사회연구연습,1,1,김태우,수 10 (1306),"전필,3학년 이상 신청 가능",0.0
이중(부)전공,1,C01102505,행정학개론,3,3,이아람,목 1 2 3 (0303),전필,0.0
이중(부)전공,2,C02302103,재무행정론,3,3,정윤석,목 7 8 9 (0513),,0.0
이중(부)전공,2,C02225103,정책집행론,3,3,이창율,수 1 2 3 (0513),,0.0
이중(부)전공,2,C02310102,조사방법론,3,3,김형락,금 1 2 3 (0513),전필,0.0
이중(부)전공,3,C02204102,정책분석론,3,3,김정훈,목 4 5 6 (0508),,3.87
전공,1,N13121101,초급시청각헝가리어(1),1,1,Andrea Margit Fischer,화 3 (1509-1),"원어,분반 B",0.0
전공,1,N13121102,초급시청각헝가리어(1),1,1,Andrea Margit Fischer,화 4 (1509-1),"원어,분반 A",0.0
전공,1,N13103201,초급헝가리어문법작문(1),2,2,유진일,화 1 2 (1309),분반 B,5.0
전공,1,N13103202,초급헝가리어문법작문(1),2,2,유진일,화 5 6 (1309),분반 A,5.0
전공,1,N13123101,초급헝가리어번역연습(1),2,2,한경민,월 5 6 (1512),"전필,분반 A",4.7
전공,1,N13123102,초급헝가리어번역연습(1),2,2,한경민,월 7 8 (1302),"전필,분반 B",4.7
전공,1,N13105201,초급헝가리어회화(1),2,2,Andrea Margit Fischer,수 1 2 (1512),"전필,원어,분반 A",0.0
전공,1,N13105202,초급헝가리어회화(1),2,2,Andrea Margit Fischer,수 3 4 (1512),"전필,원어,분반 B",0.0
전공,1,N13110201,헝가리개관,2,2,송은지,월 3 4 (2214),전필,0.0
전공,2,N13104201,중급헝가리어문법작문(1),3,3,김신형,월 1 2 수 3 (1507-1),"전필,분반 A",4.33
전공,2,N13104202,중급헝가리어문법작문(1),3,3,김신형,월 7 8 수 4 (1501),"전필,분반 B",4.33
전공,2,N13201101,중급헝가리어번역연습(1),2,2,Andrea Margit Fischer,목 5 6 (1512),"전필,원어,분반 A",0.0
전공,2,N13201102,중급헝가리어번역연습(1),2,2,Andrea Margit Fischer,목 7 8 (1512),"전필,원어,분반 B",0.0
전공,2,N13106201,중급헝가리어회화(1),2,2,Andrea Margit Fischer,금 1 2 (1512),"전필,원어,분반 B",0.0
전공,2,N13106202,중급헝가리어회화(1),2,2,Andrea Margit Fischer,금 3 4 (1512),"전필,원어,분반 A",0.0
전공,2,N13203101,헝가리역사와문화,2,2,송은지,목 3 4 (1512),,5.0
전공,2,N13205101,헝가리외교정책,2,2,문승남,화 3 4 (1512),,4.38
전공,3,N13325101,FLEX헝가리어(1),2,2,Andrea Margit Fischer,수 7 8 (1403),원어,0.0
전공,3,N13327101,유럽속의헝가리문화,2,2,송은지,목 7 8 (1411),,4.4
전공,3,N13375101,헝가리문학사,2,2,한경민,화 7 8 (1512),,0.0
전공,3,N13353101,헝가리어학개론,2,2,김신형,수 1 2 (1409),,0.0
전공,4,N13482101,헝가리지역연구1,2,2,문승남,화 1 2 (1512),,3.33
전공,1,F03101101,일반화학실험1,1,2,박진균,금 1 2 (3413),"전필,화학과(25학번 홀수 및 초수강생) 전용",0.0
전공,1,F03101102,일반화학실험1,1,2,은창선,수 1 2 (3516),"전필,화학과(재수강, 편입생), 타과 이중+부전공자",0.0
전공,1,F03101103,일반화학실험1,1,2,은창선,수 3 4 (3516),"전필,화학과(재수강, 편입생), 타과 이중+부전공자",0.0
전공,1,F03101104,일반화학실험1,1,2,김도윤,금 1 2 (3516),"전필,화학과(25학번 짝수 및 초수강생 전용)",0.0
전공,2,F03206101,분석화학,3,3,오정욱,월 6 목 3 4 (0209),원어,2.91
전공,2,F03214101,유기화학1,3,3,김해조,화 2 수 1 2 (0402),원어,3.36
전공,2,F03214102,유기화학1,3,3,박석안,월 7 8 9 (0402),원어,0.0
전공,2,F03200101,유기화학실험,2,4,김해조,수 5 6 7 8 (3511),전필,3.44
전공,2,F03200102,유기화학실험,2,4,김해조,금 5 6 7 8 (3511),전필,3.44
전공,3,F03320101,고급분석화학,3,3,오정욱,월 3 4 금 3 (0402),원어,2.47
전공,3,F03402101,고분자화학,3,3,박진균,월 5 금 5 6 (0402),원어,3.0
전공,3,F03302101,물리화학2,3,3,김도윤,월 2 목 3 4 (0402),원어,0.0
전공,3,F03304101,물리화학실험,1,3,은창선,목 6 7 8 (3413),전필,4.5
전공,3,F03304102,물리화학실험,1,3,김도윤,화 6 7 8 (3413),전필,0.0
전공,3,F03480101,생유기화학,3,3,김해조,화 1 목 1 2 (0402),원어,4.08
전공,3,F09361101,생화학,3,3,김용애,화 3 4 수 7 (3112),원어,3.32
전공,3,F03319101,생화학과제실험1,1,3,김용애,화 9 10 11 (3114),,0.0
전공,4,F03406101,고급생화학,3,3,김용애,화 2 수 5 6 (3411),원어,3.67
전공,4,F03208101,무기화학2,3,3,허성,월 6 수 3 4 (0402),원어,4.75
전공,4,F03405101,화학모델링,3,3,은창선,월 3 4 목 2 (0403),원어,3.0
전공,4,F03367101,화학특수연구1,1,2,김해조,금 3 4 (3411),"전필,원어,졸업논문 발표",0.0
전공,1,F08123101,자연과학개관,3,3,조재창,월 5 화 3 4 (0415),,3.53
전공,1,F08114101,환경학개론,3,3,정태용,월 7 8 9 (0209),전필,3.97
전공,2,F08213101,대기오염개론,2,2,이강웅,목 3 4 (0604),전필,4.39
전공,2,F08215101,대기오염개론실험,1,3,최용주,수 7 8 9 (3515),전필,0.0
전공,2,F08215102,대기오염개론실험,1,3,최용주,금 7 8 9 (3515),전필,0.0
전공,2,F08465101,환경미생물학,3,3,김혜진,금 4 5 6 (0415),전필,4.0
전공,2,F08227501,환경화학및실험,3,3,이성종,금 1 2 3 (0415),전필,4.97
전공,3,F08313201,대기화학,3,3,이태형,화 7 8 9 (0415),전필,4.1
전공,3,F08324301,생명정보학,3,3,조재창,월 3 4 화 5 (0415),,3.71
전공,3,F02356301,유체역학,2,2,최용주,목 7 8 (0415),,1.27
전공,3,F08361501,폐기물개론및자원화,3,3,유선정,수 1 2 3 (0415),,1.25
전공,3,F08223101,폐수처리단위조작,3,3,이성종,화 6 목 1 2 (0415),,4.67
전공,4,F08415101,대기오염제어,3,3,최용주,수 4 5 6 (0415),,1.5
전공,4,F08418201,수질오염물질독성및거동,3,3,정태용,월 6 목 5 6 (0604),,5.0
대학외국어,1,Y13105301,대학독일어1,3,3,김백기,수 1 2 3 (2303-3),본인 국적과 동일한 언어 수강금지,4.83
대학외국어,1,Y13107301,대학러시아어1,3,3,전미라,화 6 수 1 2 (2415),본인 국적과 동일한 언어 수강금지,0.0
대학외국어,1,Y13121301,대학말레이.인도네시아어1,3,3,최신영,화 1 2 3 (1303),본인 국적과 동일한 언어 수강금지,5.0
대학외국어,1,Y13123301,대학베트남어1,3,3,이정원,월 4 5 6 (2410),본인 국적과 동일한 언어 수강금지,0.0
대학외국어,1,Y13109301,대학스페인어1,3,3,최민지,금 1 2 3 (1510),"원어,본인 국적과 동일한 언어 수강금지",0.0
대학외국어,1,Y13109302,대학스페인어1,3,3,김선이,금 5 6 7 (1514),"원어,본인 국적과 동일한 언어 수강금지",5.0
대학외국어,1,Y13119301,대학아랍어1,3,3,강원구,화 1 2 3 (0311),본인 국적과 동일한 언어 수강금지,5.0
대학외국어,1,Y13101401,대학영어1,3,3,Alice Julianna Yoo,월 1 2 수 2 (0405),"원어,진리(박수진)",4.73
대학외국어,1,Y13101402,대학영어1,3,3,Alice Julianna Yoo,월 3 4 화 8 (0405),"원어,진리(한승훈)",4.74
대학외국어,1,Y13101403,대학영어1,3,3,Alice Julianna Yoo,화 7 8 수 8 (0409),"원어,진리(박수진)",4.74
대학외국어,1,Y13101404,대학영어1,3,3,Alice Julianna Yoo,화 7 (0404) 목 1 2 (2510),"원어,진리(한승훈)",4.74
대학외국어,1,Y13101405,대학영어1,3,3,Ryan Richard Fitzgerald,화 1 금 1 2 (0404),"원어,진리(한승훈)",4.73
대학외국어,1,Y13101407,대학영어1,3,3,Ryan Richard Fitzgerald,수 7 금 5 6 (0405),"원어,진리(박수진)",4.73
대학외국어,1,Y13101408,대학영어1,3,3,Sheila May Tabor,월 1 2 (2508-1) 화 5 (0404),"원어,평화(김재준)",4.75
대학외국어,1,Y13101409,대학영어1,3,3,Sheila May Tabor,월 3 4 (2509-1) 화 6 (0404),"원어,평화(김재준)",4.75
대학외국어,1,Y13101410,대학영어1,3,3,Frazer Johnston-Theasby,월 1 목 1 2 (0404),"원어,평화(이진환)",4.73
대학외국어,1,Y13101411,대학영어1,3,3,Frazer Johnston-Theasby,월 2 목 3 4 (0404),"원어,평화(이진환)",4.73
대학외국어,1,Y13101412,대학영어1,3,3,Frazer Johnston-Theasby,월 2 (0411) 목 5 6 (0409),"원어,평화(김정민)",4.74
대학외국어,1,Y13101413,대학영어1,3,3,Scott Michael Henderson,월 1 2 수 3 (0410),"원어,평화(김채남)",4.36
대학외국어,1,Y13101414,대학영어1,3,3,Scott Michael Henderson,월 3 4 수 7 (0410),"원어,평화(김채남)",4.33
대학외국어,1,Y13101415,대학영어1,3,3,Scott Michael Henderson,월 5 6 금 2 (0410),"원어,평화(이진환)",4.35
대학외국어,1,Y13101416,대학영어1,3,3,Scott Michael Henderson,화 1 2 (2508) 금 1 (0409),"원어,평화(이진환)",4.31
대학외국어,1,Y13101417,대학영어1,3,3,Billy Joseph Fitzgerald,월 3 수 1 2 (0404),"원어,평화(김정민)",3.62
대학외국어,1,Y13101418,대학영어1,3,3,Billy Joseph Fitzgerald,월 4 수 3 4 (0404),"원어,평화(이정현)",3.62
대학외국어,1,Y13101419,대학영어1,3,3,Billy Joseph Fitzgerald,월 5 수 5 6 (0404),"원어,평화(김정민)",3.65
대학외국어,1,Y13101420,대학영어1,3,3,Billy Joseph Fitzgerald,월 6 수 7 8 (0404),"원어,평화(김정민)",3.62
대학외국어,1,Y13101421,대학영어1,3,3,James Iain Finnie,월 7 8 (0404) 수 5 (0409),"원어,평화(김채남)",4.55
대학외국어,1,Y13101422,대학영어1,3,3,James Iain Finnie,화 1 2 수 6 (0410),"원어,평화(김채남)",4.55
대학외국어,1,Y13101423,대학영어1,3,3,James Iain Finnie,화 3 4 목 3 (0410),"원어,평화(최민이)",4.57
대학외국어,1,Y13101424,대학영어1,3,3,Nicolas Caballero,월 7 화 7 8 (0410),"원어,평화(이정현)",4.66
대학외국어,1,Y13101425,대학영어1,3,3,Nicolas Caballero,수 1 (0409) 금 1 2 (0411),"원어,평화(이진환)",4.66
대학외국어,1,Y13101426,대학영어1,3,3,Nicolas Caballero,수 2 (0409) 금 3 4 (0411),"원어,평화(이진환)",4.66
대학외국어,1,Y13101428,대학영어1,3,3,Molly Clare Fleming,목 3 4 금 3 (0412),"원어,평화(안지희)",4.71
대학외국어,1,Y13101429,대학영어1,3,3,Molly Clare Fleming,목 5 6 금 7 (0412),"원어,평화(안지희)",4.71
대학외국어,1,Y13101430,대학영어1,3,3,Molly Clare Fleming,수 8 목 7 8 (0412),"원어,평화(김채남)",4.71
대학외국어,1,Y13101431,대학영어1,3,3,Caleb Roland Belgard,화 1 2 수 3 (0413),"원어,창조(정민하)",4.99
대학외국어,1,Y13101432,대학영어1,3,3,Caleb Roland Belgard,화 5 6 목 4 (0413),"원어,창조(김지혜)",4.99
대학외국어,1,Y13101433,대학영어1,3,3,Caleb Roland Belgard,화 7 8 수 7 (0413),"원어,창조(김다정)",4.99
대학외국어,1,Y13101434,대학영어1,3,3,Caleb Roland Belgard,월 3 목 1 2 (0411),"원어,창조(이나경)",4.99
대학외국어,1,Y13101435,대학영어1,3,3,Anika Jean Casem,월 1 2 화 2 (0412),"원어,창조(김재준)",4.5
대학외국어,1,Y13101436,대학영어1,3,3,Anika Jean Casem,월 3 4 화 3 (0412),"원어,창조(김재량)",4.5
대학외국어,1,Y13101437,대학영어1,3,3,Anika Jean Casem,월 5 6 화 4 (0412),"원어,창조(김재준)",4.5
대학외국어,1,Y13101438,대학영어1,3,3,Anika Jean Casem,화 1 수 1 2 (0411),"원어,창조(김재준)",4.5
대학외국어,1,Y13111301,대학이탈리아어1,3,3,윤혜신,수 1 2 3 (2311-1),본인 국적과 동일한 언어 수강금지,4.67
대학외국어,1,Y13117301,대학일본어1,3,3,김미정,월 1 2 금 5 (1505-1),본인 국적과 동일한 언어 수강금지,4.0
대학외국어,1,Y13117302,대학일본어1,3,3,김용미,월 3 4 금 6 (2312),본인 국적과 동일한 언어 수강금지,0.0
대학외국어,1,Y13115301,대학중국어1,3,3,서지은,화 7 8 9 (2510),본인 국적과 동일한 언어 수강금지,4.75
대학외국어,1,Y13115302,대학중국어1,3,3,서지은,수 7 8 9 (2507-1),본인 국적과 동일한 언어 수강금지,4.67
대학외국어,1,Y13113301,대학포르투갈어1,3,3,김인영,수 5 금 1 2 (1403),본인 국적과 동일한 언어 수강금지,0.0
대학외국어,1,Y13103301,대학프랑스어1,3,3,박은영,화 4 5 6 (2416),본인 국적과 동일한 언어 수강금지,4.89
미네르바인문,1,Y12101601,미네르바인문(1)읽기와 쓰기,3,3,나영남,월 1 2 3 (2313),,4.06
미네르바인문,1,Y12101602,미네르바인문(1)읽기와 쓰기,3,3,나영남,월 7 8 9 (2313),,4.01
미네르바인문,1,Y12101603,미네르바인문(1)읽기와 쓰기,3,3,나영남,수 1 2 3 (2313),,4.03
미네르바인문,1,Y12101604,미네르바인문(1)읽기와 쓰기,3,3,나영남,수 4 5 6 (2313),,4.06
미네르바인문,1,Y12101605,미네르바인문(1)읽기와 쓰기,3,3,박남용,월 1 2 3 (2406),,3.74
미네르바인문,1,Y12101606,미네르바인문(1)읽기와 쓰기,3,3,박남용,월 7 8 9 (2406),,3.75
미네르바인문,1,Y12101607,미네르바인문(1)읽기와 쓰기,3,3,박남용,목 1 2 3 (2406),,3.75
미네르바인문,1,Y12101608,미네르바인문(1)읽기와 쓰기,3,3,박남용,목 7 8 9 (2406),,3.75
미네르바인문,1,Y12101609,미네르바인문(1)읽기와 쓰기,3,3,양선이,월 4 5 6 (2213),,4.68
미네르바인문,1,Y12101610,미네르바인문(1)읽기와 쓰기,3,3,양선이,월 7 8 9 (2213),,4.69
미네르바인문,1,Y12101611,미네르바인문(1)읽기와 쓰기,3,3,양선이,수 4 5 6 (2213),,4.68
미네르바인문,1,Y12101612,미네르바인문(1)읽기와 쓰기,3,3,양선이,목 4 5 6 (2213),,4.68
미네르바인문,1,Y12101613,미네르바인문(1)읽기와 쓰기,3,3,이정은,화 1 2 3 (2413),,4.14
미네르바인문,1,Y12101614,미네르바인문(1)읽기와 쓰기,3,3,이정은,화 4 5 6 (2413),,4.11
미네르바인문,1,Y12101615,미네르바인문(1)읽기와 쓰기,3,3,이정은,수 1 2 3 (2506),,4.11
미네르바인문,1,Y12101616,미네르바인문(1)읽기와 쓰기,3,3,이정은,수 4 5 6 (2506),,4.14
미네르바인문,1,Y12101617,미네르바인문(1)읽기와 쓰기,3,3,조준래,화 1 2 3 (2303),,4.6
미네르바인문,1,Y12101618,미네르바인문(1)읽기와 쓰기,3,3,조준래,화 7 8 9 (2303),,4.61
미네르바인문,1,Y12101619,미네르바인문(1)읽기와 쓰기,3,3,조준래,수 4 5 6 (2309),,4.61
미네르바인문,1,Y12101620,미네르바인문(1)읽기와 쓰기,3,3,조준래,목 4 5 6 (2309),,4.61
미네르바인문,1,Y12101621,미네르바인문(1)읽기와 쓰기,3,3,박소영,목 1 2 3 (2517),,4.75
미네르바인문,1,Y12101622,미네르바인문(1)읽기와 쓰기,3,3,박소영,목 7 8 9 (2517),,4.78
미네르바인문,1,Y12101623,미네르바인문(1)읽기와 쓰기,3,3,진은경,화 1 2 3 (2513),,4.72
미네르바인문,1,Y12101624,미네르바인문(1)읽기와 쓰기,3,3,진은경,화 7 8 9 (2513),,4.7
미네르바인문,1,Y12101625,미네르바인문(1)읽기와 쓰기,3,3,최재유,월 7 8 9 (2413),,4.46
미네르바인문,1,Y12101626,미네르바인문(1)읽기와 쓰기,3,3,최재유,월 4 5 6 (2413),,4.46
미네르바인문,1,Y12101627,미네르바인문(1)읽기와 쓰기,3,3,김세원,금 4 5 6 (2413),,3.91
미네르바인문,1,Y12101628,미네르바인문(1)읽기와 쓰기,3,3,지여정,금 1 2 3 (2512),,5.0
미네르바인문,1,Y12101629,미네르바인문(1)읽기와 쓰기,3,3,지여정,금 4 5 6 (2512),,5.0
미네르바인문,1,Y12101630,미네르바인문(1)읽기와 쓰기,3,3,오현희,월 7 8 9 (2414),,4.93
미네르바인문,1,Y12101631,미네르바인문(1)읽기와 쓰기,3,3,오현희,금 4 5 6 (2414),,4.92
미네르바인문,1,Y12101632,미네르바인문(1)읽기와 쓰기,3,3,정중석,수 1 2 3 (2413),,3.93
미네르바인문,1,Y12101633,미네르바인문(1)읽기와 쓰기,3,3,정중석,수 7 8 9 (2413),,3.95
미네르바인문,1,Y12101634,미네르바인문(1)읽기와 쓰기,3,3,박성준,금 1 2 3 (2411),,0.0
미네르바인문,1,Y12101635,미네르바인문(1)읽기와 쓰기,3,3,박성준,금 4 5 6 (2411),,0.0
미네르바인문,1,Y12101636,미네르바인문(1)읽기와 쓰기,3,3,이현정,목 4 5 6 (2416),,0.0
미네르바인문,1,Y12101637,미네르바인문(1)읽기와 쓰기,3,3,박소영,목 4 5 6 (2517),,4.78
미네르바인문,1,Y12101638,미네르바인문(1)읽기와 쓰기,3,3,임익희,화 1 2 3 (2309),,2.6
미네르바인문,1,Y12101639,미네르바인문(1)읽기와 쓰기,3,3,임익희,화 4 5 6 (2309),,2.6
미네르바인문,1,Y12101640,미네르바인문(1)읽기와 쓰기,3,3,김남희,화 4 5 6 (2512),,4.12
미네르바인문,1,Y12101641,미네르바인문(1)읽기와 쓰기,3,3,김남희,화 7 8 9 (2512),,4.12
미네르바인문,1,Y12101642,미네르바인문(1)읽기와 쓰기,3,3,박은정,목 1 2 3 (2512),,4.0
미네르바인문,1,Y12101643,미네르바인문(1)읽기와 쓰기,3,3,박은정,목 7 8 9 (2512),,4.0
미네르바인문,1,Y12101644,미네르바인문(1)읽기와 쓰기,3,3,김성수,수 7 8 9 (2414),,3.17
미네르바인문,1,Y12101645,미네르바인문(1)읽기와 쓰기,3,3,서세영,목 1 2 3 (2415),,0.0
미네르바인문,1,Y12101646,미네르바인문(1)읽기와 쓰기,3,3,서세영,목 7 8 9 (2415),,1.0
RC영어,1,X00102101,Communication in English (RC),2,2,Frazer Johnston-Theasby,목 7 8 (0411),"원어,융합인재대학 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.7
RC영어,1,X00101101,Media English (RC),2,2,Anika Jean Casem,월 7 8 (0412),"원어,경상대학, 공과대학, 바이오메디컬공학부, 융합인재대학 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.0
RC영어,1,X00103101,TOEIC Speaking (RC),2,2,김지혜,목 1 2 (0513),"경상대학, 공과대학, 바이오메디컬공학부, 융합인재대학 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.53
RC영어,1,X00103102,TOEIC Speaking (RC),2,2,김지혜,목 5 6 (0513),"경상대학, 공과대학, 바이오메디컬공학부, 융합인재대학 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.5
RC영어,,X00105101,English for Engineering (RC),2,2,Nicolas Caballero,금 5 6 (0411),"원어,공과대학, 바이오메디컬학부 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.66
RC영어,,X00104101,English for Management (RC),2,2,James Iain Finnie,화 5 6 (0410),"원어,경상대학 전용강좌 / 'RC영어' 필수 이수 수강생 우선 수강 권장",4.72
소프트웨어기초,1,U51041401,정보사회의통계활용,3,3,이윤재,수 1 2 3 (2414),"공과대학 전체, 통계학과(주전공, 이중전공, 부전공 포함), 수학과 수강 금지",0.0
소프트웨어기초,1,U72207401,컴퓨터프로그래밍,3,3,MOHSEN ALI MOHSEN ALAWAMI,화 1 2 목 3 (5308),"원어,소프트웨어 전공자 수강반 / 신입생반",4.13
소프트웨어기초,1,U72207402,컴퓨터프로그래밍,3,3,Walid Abdullah Al,화 3 목 1 2 (5406),"원어,소프트웨어 전공자 수강반 / 신입생반",4.86
소프트웨어기초,1,U72207403,컴퓨터프로그래밍,3,3,김상철,화 3 목 1 2 (5313),소프트웨어 전공자 수강반,4.67
소프트웨어기초,1,U72207404,컴퓨터프로그래밍,3,3,권오병,화 4 5 6 (5406),소프트웨어 전공자 수강반,0.0
소프트웨어기초,1,U72207405,컴퓨터프로그래밍,3,3,부준호,월 7 8 수 6 (5303),반도체전기전자계열 수강반,0.0
소프트웨어기초,1,U72207406,컴퓨터프로그래밍,3,3,이정훈,화 5 6 수 4 (5405),반도체전기전자계열 수강반,4.33
소프트웨어기초,1,U72207407,컴퓨터프로그래밍,3,3,김경숙,금 1 2 3 (2214-1),"전 계열(소프트웨어 전공자, 전기전자계열 제외) 수강반",4.66
소프트웨어기초,1,Y55129401,컴퓨팅사고,3,3,장익범,화 7 8 (5405),소프트웨어 전공자 수강반 / 신입생반,4.45
소프트웨어기초,1,Y55129402,컴퓨팅사고,3,3,최재영,화 7 8 (5406),소프트웨어 전공자 수강반 / 신입생반,3.18
소프트웨어기초,1,Y55129403,컴퓨팅사고,3,3,이민나,목 1 2 (2515),소프트웨어 전공자 수강반,3.49
소프트웨어기초,1,Y55129404,컴퓨팅사고,3,3,한영진,수 1 2 (4207),경상계열 수강반,3.81
소프트웨어기초,1,Y55129405,컴퓨팅사고,3,3,한영진,수 7 8 (4212),경상계열 수강반,3.81
소프트웨어기초,1,Y55129406,컴퓨팅사고,3,3,김경숙,금 5 6 (2301),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.38
소프트웨어기초,1,Y55129407,컴퓨팅사고,3,3,김경숙,금 7 8 (2301),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.39
소프트웨어기초,1,Y55129408,컴퓨팅사고,3,3,이민나,화 1 2 (2213),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",3.49
소프트웨어기초,1,Y55129409,컴퓨팅사고,3,3,최희식,월 7 8 (2201),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.39
소프트웨어기초,1,Y55129410,컴퓨팅사고,3,3,문영인,목 7 8 (2301),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.87
소프트웨어기초,1,Y55129411,컴퓨팅사고,3,3,이화주,월 3 4 (2401),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.6
소프트웨어기초,1,Y55129412,컴퓨팅사고,3,3,이화주,월 7 8 (2401),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.6
소프트웨어기초,1,Y55129413,컴퓨팅사고,3,3,이화주,월 5 6 (2401),"전 계열(소프트웨어 전공자, 경상계열 제외) 수강반",4.6
COLLEGE ENGLISH,1,X00106101,College English Advanced(L/S),3,3,Joseph Martin Greenwood,화 1 2 3 (2509),"원어,S+A등급반",5.0
COLLEGE ENGLISH,1,X00106102,College English Advanced(L/S),3,3,Joseph Martin Greenwood,화 4 5 6 (2509),"원어,S+A등급반",5.0
COLLEGE ENGLISH,1,X00106103,College English Advanced(L/S),3,3,Joseph Martin Greenwood,금 1 2 3 (2509),"원어,S+A등급반",5.0
COLLEGE ENGLISH,1,X00106104,College English Advanced(L/S),3,3,Joseph Martin Greenwood,금 4 5 6 (2509),"원어,S+A등급반",5.0
